id,name,name_jp,name_ko,effect_entry,effect_entry_ko,type_id,damage_class_id,power,accuracy,pp,priority,move_target_id,is_contact,crit_rate,drain,healing,min_hits,max_hits,introduced_in_generation_id
670,Leafage,このは,나뭇잎,Inflicts regular damage.,잎을 상대에 맞춰 공격한다.,11,0,40,100,40,0,0,0,,,,,,7
671,Spotlight,スポットライト,스포트라이트,"For the duration of the turn, if the target is also a valid target for a move used by one of its opponents, that move will target it instead.",포켓몬에게 스포트라이트를 비춰 그 턴에서 그 포켓몬만 공격할 수 있게 한다.,0,2,,,15,3,0,0,,,,,,7
672,Toxic Thread,どくのいと,독실,Poisons the target and lowers its Speed by one stage.,독이 섞인 실을 뿜어낸다. 상대를 독 상태로 만들고 스피드를 떨어뜨린다.,3,2,,100,20,0,0,0,,,,,,7
673,Laser Focus,とぎすます,예민해지기,The user's next move will result in a critical hit.,정신을 집중해서 다음 공격을 반드시 급소에 맞춘다.,0,2,,,30,0,9,0,,,,,,7
674,Gear Up,アシストギア,어시스트기어,Raises the Attack and Special Attack of all friendly Pokémon with plus or minus by one stage.,기어를 넣는 것으로 특성 플러스와 마이너스의 공격과 특수공격이 올라간다.,8,2,,,20,0,7,0,,,,,,7
675,Throat Chop,じごくづき,지옥찌르기,"Inflicts regular damage. Silences the target for two turns, preventing it from using any sound-based moves.",이 기술에 맞은 상대는 지옥의 고통 때문에 2턴 동안 소리 기술을 낼 수 없다.,16,0,80,100,15,0,0,1,,,,,,7
676,Pollen Puff,かふんだんご,꽃가루경단,"If the target is an opponent, inflicts regular damage. If the target is an ally, heals the target for 50% of its max HP.",상대에게는 폭발하는 경단을 사용하여 공격한다. 같은 편에게는 회복하는 경단을 준다.,6,1,90,100,15,0,0,0,,,,,,7
677,Anchor Shot,アンカーショット,앵커샷,Inflicts regular damage. Traps the target.,앵커를 상대에게 휘감아서 공격한다. 상대는 도망칠 수 없게 된다.,8,0,80,100,20,0,0,1,,,,,,7
678,Psychic Terrain,サイコフィールド,사이코필드,"Changes the terrain to Psychic Terrain for 5 turns. Overrides electric terrain, grassy terrain, and misty terrain. All Pokémon on the ground are immune to moves with priority greater than 0. (Moves that target the field rather than individual Pokémon, such as spikes, are not affected.) Additionally, when a Pokémon on the ground uses a psychic-type move, that move's power is increased to 1.5×. If a Pokémon is holding a Terrain Extender when creating Psychic Terrain (by any means), the effect lasts for 8 turns instead of 5.",5턴 동안 땅에 있으면 선제공격을 받지 않는다. 에스퍼타입의 위력이 올라간다.,13,2,,,10,0,12,0,,,,,,7
679,Lunge,とびかかる,덤벼들기,Inflicts regular damage. Lowers the target's Attack by one stage.,전력으로 상대에게 덤벼들며 공격한다. 상대의 공격을 떨어뜨린다.,6,0,80,100,15,0,0,1,,,,,,7
680,Fire Lash,ほのおのムチ,불꽃채찍,Inflicts regular damage. Lowers the target's Defense by one stage.,불타는 채찍으로 상대를 친다. 공격을 받은 상대는 방어가 떨어진다.,9,0,80,100,15,0,0,1,,,,,,7
681,Power Trip,つけあがる,기어오르기,"Inflicts regular damage. Power is increased by 100% its original value for every stage any of the user's stats have been raised. Accuracy, evasion, and lowered stats do not affect this move's power. For a Pokémon with all five stats modified to +6, this move's power is 31×.",자신의 강함을 뻐기고 공격한다. 자신의 능력이 올라가 있는 만큼 위력이 오른다.,16,0,20,100,10,0,0,1,,,,,,7
682,Burn Up,もえつきる,불사르기,"Inflicts regular damage. Removes the user's fire type after damage calculation. If the user is not fire-type, this move will fail.",전신의 불꽃을 모두 태워서 큰 데미지를 준다. 자신의 불꽃타입이 없어진다.,9,1,130,100,5,0,0,0,,,,,,7
683,Speed Swap,スピードスワップ,스피드스웹,Exchanges the original Speed stats of the user and target.,상대의 스피드와 자신의 스피드를 교체한다.,13,2,,,10,0,0,0,,,,,,7
684,Smart Strike,スマートホーン,스마트혼,Inflicts regular damage. Ignores accuracy and evasion modifiers.,뾰족한 뿔로 상대를 꿰찔러서 공격한다. 공격은 반드시 명중한다.,8,0,70,,10,0,0,1,,,,,,7
685,Purify,じょうか,정화,"Cures the target of its major status ailment and heals the user for 50% of its max HP. If the target has no major status ailment, this move will fail.",상대의 상태 이상을 회복한다. 회복하면 자신은 HP를 회복할 수 있다.,3,2,,,20,0,0,0,,,50,,,7
686,Revelation Dance,めざめるダンス,잠재댄스,"Inflicts regular damage. This move's type matches the user's first type, if any; otherwise, it's typeless.",전력으로 춤추며 공격한다. 이 기술의 타입은 자신의 타입과 같아진다.,0,1,90,100,15,0,0,0,,,,,,7
687,Core Enforcer,コアパニッシャー,코어퍼니셔,"Inflicts regular damage. If the target has already moved this turn, its ability is nullified.",데미지를 준 상대가 이미 행동을 끝냈다면 상대의 특성을 없애버린다.,15,1,100,100,10,0,6,0,,,,,,7
688,Trop Kick,トロピカルキック,트로피컬킥,Inflicts regular damage. Lowers the target's Attack by one stage.,남쪽 나라에서 유래된 뜨거운 킥을 상대에게 날린다. 상대의 공격을 떨어뜨린다.,11,0,70,100,15,0,0,1,,,,,,7
689,Instruct,さいはい,지휘,"The target immediately uses its most recently-used move. This is independent of the target's normal action for the turn (i.e., it may end up moving twice), but otherwise functions as usual, including deduction of PP. This effect works for disabled moves and ignores torment.",상대에게 지시하여 상대가 쓴 기술을 다시 한 번 쓰게 할 수 있다.,13,2,,,15,0,0,0,,,,,,7
690,Beak Blast,くちばしキャノン,부리캐논,"Begins charging at the start of the turn, then attacks as normal. Any Pokémon that makes contact with the user while charging is burned. The charging is not affected by accuracy, sleep, paralysis, or any other effect that would interfere with a move.",먼저 부리를 가열시킨 다음 공격을 날린다. 가열 중에 만지면 화상을 입는다.,2,0,100,100,15,-3,0,0,,,,,,7
691,Clanging Scales,スケイルノイズ,스케일노이즈,Inflicts regular damage. Lowers the user's Defense by one stage.,전신의 비늘을 비벼서 큰 소리를 내 공격한다. 공격 후 자신의 방어가 떨어진다.,15,1,110,100,5,0,6,0,,,,,,7
692,Dragon Hammer,ドラゴンハンマー,드래곤해머,Inflicts regular damage.,몸을 해머처럼 써서 상대를 덮쳐 데미지를 준다.,15,0,90,100,15,0,0,1,,,,,,7
693,Brutal Swing,ぶんまわす,세차게휘두르기,Inflicts regular damage.,자신의 몸을 세차게 휘둘러서 상대에게 데미지를 준다.,16,0,60,100,20,0,5,1,,,,,,7
694,Aurora Veil,オーロラベール,오로라베일,"Places the Aurora Veil effect on the user's side of the field for the next 5 turns. If the weather is not hail, or the weather is disabled by the effects of cloud nine or air lock, this move will fail. Any regular damage dealt to an affected Pokémon is reduced by ½. (If there are multiple Pokémon on the affected field, the reduction is ⅓.)",5턴 동안 물리와 특수 기술의 데미지를 약하게 한다. 싸라기눈일 때만 쓸 수 있다.,14,2,,,20,0,14,0,,,,,,7
695,Sinister Arrow Raid,シャドーアローズストライク,섀도애로우즈스트라이크,Inflicts regular damage.,Z파워로 무수한 화살을 만들어낸 모크나이퍼가 전력으로 상대를 꿰뚫는 공격이다.,7,0,180,,1,0,0,0,,,,,,7
696,Malicious Moonsault,ハイパーダーククラッシャー,하이퍼다크크러셔,Inflicts regular damage.,Z파워로 강한 육체를 얻은 어흥염이 전력으로 상대에게 부딪쳐 공격한다.,16,0,180,,1,0,0,1,,,,,,7
697,Oceanic Operetta,わだつみのシンフォニア,바다의심포니,Inflicts regular damage.,Z파워로 대량의 물을 부른 누리레느가 전력으로 상대를 공격한다.,10,1,195,,1,0,0,0,,,,,,7
698,Guardian of Alola,ガーディアン・デ・アローラ,알로라의수호자,Inflicts direct damage equal to ¾ of the target's remaining HP.,Z파워로 알로라의 힘을 얻은 토속신포켓몬 전력의 공격. 상대의 남은 HP를 많이 줄인다.,17,1,,,1,0,0,0,,,,,,7
699,Soul-Stealing 7-Star Strike,しちせいだっこんたい,칠성탈혼퇴,Inflicts regular damage.,Z파워를 얻은 마샤도가 펀치와 킥의 연속기술을 전력으로 상대에게 퍼붓는다.,7,0,195,,1,0,0,1,,,,,,7
700,Stoked Sparksurfer,ライトニングサーフライド,라이트닝서프라이드,Inflicts regular damage. Has a 100% chance to paralyze the target.,Z파워를 얻은 알로라지방의 라이츄가 전력으로 공격한다. 상대를 마비 상태로 만든다.,12,1,175,,1,0,0,0,,,,,,7
701,Pulverizing Pancake,ほんきをだす　こうげき,진심의공격,Inflicts regular damage.,Z파워로 진심을 낸 잠만보가 거대한 몸을 움직여서 전력으로 상대를 공격한다.,0,0,210,,1,0,0,1,,,,,,7
702,Extreme Evoboost,ナインエボルブースト,나인이볼부스트,"Raises the user's Attack, Defense, Special Attack, Special Defense, and Speed by two stages each.",Z파워를 얻은 이브이가 진화한 동료들의 힘을 빌려 능력을 크게 올린다.,0,2,,,1,0,9,0,,,,,,7
703,Genesis Supernova,オリジンズスーパーノヴァ,오리진즈슈퍼노바,"Inflicts regular damage, then (if successful) changes the terrain to psychic terrain.",Z파워를 얻은 뮤가 전력으로 상대를 공격한다. 발밑이 사이코필드가 된다.,13,1,185,,1,0,0,0,,,,,,7
704,Shell Trap,トラップシェル,트랩셸,"Inflicts regular damage. If the user was not yet hit by an opponent's physical move this turn, this move will fail.",껍질의 트랩을 설치한다. 상대가 물리 기술을 쓰면 폭발해서 데미지를 준다.,9,1,150,100,5,-3,6,0,,,,,,7
705,Fleur Cannon,フルールカノン,플뢰르캐논,"Inflicts regular damage, then lowers the user's Special Attack by two stages.",강력한 빔을 발산한 후 자신의 특수공격이 크게 떨어진다.,17,1,130,90,5,0,0,0,,,,,,7
706,Psychic Fangs,サイコファング,사이코팽,"Destroys any light screen or reflect on the target's side of the field, then inflicts regular damage.",사이코 파워로 물어서 상대를 공격한다. 빛의장막이나 리플렉터도 파괴할 수 있다.,13,0,85,100,10,0,0,1,,,,,,7
707,Stomping Tantrum,じだんだ,분함의발구르기,"Inflicts regular damage. Power is doubled if the user's last move failed for any reason (i.e., produced the message ""But it failed!"") or was ineffective due to types.",분함을 발판삼아 공격한다. 앞 턴에서 기술이 빗나갔다면 위력이 배가 된다.,4,0,75,100,10,0,0,1,,,,,,7
708,Shadow Bone,シャドーボーン,섀도본,Inflicts regular damage. Has a 20% chance to lower the target's Defense by one stage.,영혼이 머물고 있는 뼈로 상대를 세게 때려서 공격한다. 상대의 방어를 떨어뜨릴 때가 있다.,7,0,85,100,10,0,0,0,,,,,,7
709,Accelerock,アクセルロック,액셀록,Inflicts regular damage.,재빠른 스피드로 상대에게 부딪쳐서 공격한다. 반드시 선제공격할 수 있다.,5,0,40,100,20,1,0,1,,,,,,7
710,Liquidation,アクアブレイク,아쿠아브레이크,Inflicts regular damage. Has a 20% chance to lower the target's Defense by one stage.,물의 힘으로 상대에게 부딪쳐서 공격한다. 상대의 방어를 떨어뜨릴 때가 있다.,10,0,85,100,10,0,0,1,,,,,,7
711,Prismatic Laser,プリズムレーザー,프리즘레이저,"Inflicts regular damage. User loses its next turn to ""recharge"", and cannot attack or switch out during that turn.",프리즘의 힘으로 강력한 광선을 발사한다. 다음 턴은 움직일 수 없다.,13,1,160,100,10,0,0,0,,,,,,7
712,Spectral Thief,シャドースチール,섀도스틸,"Steals the target's stat increases, then inflicts regular damage. Will not steal stat increases that would put any of the user's stats at more than +6; any excess is left on the target. Stolen increases are affected by abilities as normal.",상대의 그림자에 숨어들어 상대의 능력이 올라가는 것을 뺏어 공격한다.,7,0,90,100,10,0,0,1,,,,,,7
713,Sunsteel Strike,メテオドライブ,메테오드라이브,"Inflicts regular damage. Other Pokémon's abilities cannot activate in response to this move. In particular, it hits through disguise",유성 같은 기세로 돌진한다. 상대의 특성을 무시하고 공격할 수 있다.,8,0,100,100,5,0,0,1,,,,,,7
714,Moongeist Beam,シャドーレイ,섀도레이,"Inflicts regular damage. Other Pokémon's abilities cannot activate in response to this move. In particular, it hits through disguise",괴상한 광선을 쏘아 공격한다. 상대의 특성을 무시하고 공격할 수 있다.,7,1,100,100,5,0,0,0,,,,,,7
715,Tearful Look,なみだめ,눈물그렁그렁,Lowers the target's Attack and Special Attack by one stage each.,눈물을 그렁그렁거려 상대의 전의를 상실하게 한다. 상대의 공격과 특수공격이 떨어진다.,0,2,,,20,0,0,0,,,,,,7
716,Zing Zap,びりびりちくちく,찌리리따끔따끔,Inflicts regular damage. Has a 30% chance to make the target flinch.,상대에게 부딪쳐 강력한 전기를 날려서 찌리리따끔따끔하게 만든다. 상대를 풀죽게 만들 때가 있다.,12,0,80,100,10,0,0,1,,,,,,7
717,Nature's Madness,しぜんのいかり,자연의분노,Inflicts typeless damage equal to half the target's remaining HP.,자연의 분노를 상대에게 부딪친다. 상대의 HP는 절반이 된다.,17,1,,90,10,0,0,0,,,,,,7
718,Multi-Attack,マルチアタック,멀티어택,"Inflicts regular damage. If the user is holding a plate or a drive, this move's type is the type corresponding to that item. Note: This effect is technically shared by both techno blast and judgment; however, Techno Blast is only affected by drives, and Judgment is only affected by plates.",높은 에너지를 둘러싸 상대에게 부딪쳐 공격한다. 메모리에 따라 타입이 바뀐다.,0,0,120,100,10,0,0,1,,,,,,7
719,"10,000,000 Volt Thunderbolt",１０００まんボルト,1000만볼트,Inflicts regular damage.,모자를 쓴 피카츄가 Z파워로 파워업한 전격을 쏜다. 급소에 맞기 쉽다.,12,1,195,,1,0,0,0,2,,,,,7
720,Mind Blown,ビックリヘッド,깜짝헤드,"Inflicts damage, and the user takes damage equal to half of its max HP, rounded up. The user still takes damage if the move is blocked by Protect or Substitute, misses, or if the target has Flash Fire.",자신의 머리를 폭발시켜 주위의 모든 것을 공격한다. 자신도 데미지를 받는다.,9,1,150,100,5,0,5,0,,,,,,7
721,Plasma Fists,プラズマフィスト,플라스마피스트,"After inflicting damage, all Normal-type moves become Electric-type for the remainder of the turn, including status moves. This effect is applied after move type-changing abilities, such as Pixilate and Normalize.",전기를 두른 주먹으로 공격한다. 노말타입 기술을 전기타입으로 바꿔버린다.,12,0,100,100,15,0,0,1,,,,,,7
722,Photon Geyser,フォトンゲイザー,포톤가이저,Inflicts regular damage.,빛의 기둥으로 공격한다. 공격과 특수공격을 비교해서 높은 쪽으로 데미지를 준다.,13,1,100,100,5,0,0,0,,,,,,7
723,Light That Burns the Sky,てんこがすめつぼうのひかり,하늘을태우는멸망의빛,"Inflicts damage using either Attack or Special Attack stat, whichever is higher. Determining which stat is used takes into account stat changes but not held items or abilities.",네크로즈마가 상대의 특성 효과를 무시하고 공격과 특수공격 중 높은 쪽으로 데미지를 준다.,13,1,200,,1,0,0,0,,,,,,7
724,Searing Sunraze Smash,サンシャインスマッシャー,선샤인스매셔,"Inflicts regular damage. Other Pokémon's abilities cannot activate in response to this move. In particular, it hits through disguise",Z파워를 얻은 솔가레오가 전력으로 공격한다. 상대의 특성 효과를 무시할 수 있다.,8,0,200,,1,0,0,1,,,,,,7
725,Menacing Moonraze Maelstrom,ムーンライトブラスター,문라이트블래스터,"Inflicts regular damage. Other Pokémon's abilities cannot activate in response to this move. In particular, it hits through disguise",Z파워를 얻은 루나아라가 전력으로 공격한다. 상대의 특성 효과를 무시할 수 있다.,7,1,200,,1,0,0,0,,,,,,7
726,Let's Snuggle Forever,ぽかぼかフレンドタイム,투닥투닥프렌드타임,Inflicts regular damage.,Z파워를 얻은 따라큐가 전력으로 투닥투닥 공격한다.,17,0,190,,1,0,0,1,,,,,,7
727,Splintered Stormshards,ラジアルエッジストーム,레이디얼에지스톰,Inflicts damage and removes any terrain present on the battlefield.,Z파워를 얻은 루가루암이 전력으로 공격한다. 추가로 필드 상태를 없앤다.,5,0,190,,1,0,0,0,,,,,,7
728,Clangorous Soulblaze,ブレイジングソウルビート,브레이징소울비트,"Inflicts sound-based damage to all opposing Pokémon and increases the user's Attack, Defense, Special Attack, Special Defense, and Speed by one stage each. The user's stats are not raised if the move fails to damage any opposing Pokémon.",Z파워를 얻은 짜랑고우거가 전력으로 상대를 공격한다. 추가로 자신의 능력이 올라간다.,15,1,185,,1,0,6,0,,,,,,7
729,Zippy Zap,ばちばちアクセル,파찌파찌액셀,Inflicts regular damage.,맹렬한 속도의 전격 공격. 반드시 선제공격할 수 있고 급소에 맞는다.,12,0,80,100,10,2,0,1,,,,,,7
730,Splishy Splash,ざぶざぶサーフ,참방참방서핑,Inflicts regular damage. Has a 30% chance to paralyze the target.,커다란 파도에 전기를 날리고 상대에게 부딪쳐서 공격한다. 마비 상태로 만들 때가 있다.,10,1,90,100,15,0,6,0,,,,,,7
731,Floaty Fall,ふわふわフォール,둥실둥실폴,Inflicts regular damage. Has a 30% chance to make the target flinch.,두둥실 떠오른 다음 단숨에 급강하해서 공격한다. 상대를 풀죽게 만들 때가 있다.,2,0,90,95,15,0,0,1,,,,,,7
732,Pika Papow,ピカピカサンダー,피카피카썬더,Inflicts regular damage.,트레이너를 좋아하는 피카츄의 마음이 강할수록 위력이 올라가는 전격. 반드시 명중한다.,12,1,,,20,0,0,0,,,,,,7
733,Bouncy Bubble,いきいきバブル,생생버블,Inflicts regular damage.,물덩어리를 부딪쳐서 공격한다. 물을 흡수하여 데미지의 절반만큼 HP를 회복한다.,10,1,60,100,20,0,0,0,,100,,,,7
734,Buzzy Buzz,びりびりエレキ,찌릿찌릿일렉,Inflicts regular damage. Has a 100% chance to paralyze the target.,전기를 상대에게 날려서 공격한다. 상대를 마비 상태로 만든다.,12,1,60,100,20,0,0,0,,,,,,7
735,Sizzly Slide,めらめらバーン,이글이글번,Inflicts regular damage. Has a 100% chance to burn the target.,불꽃을 두른 몸으로 기세 좋게 상대에게 부딪친다. 상대를 화상 상태로 만든다.,9,0,60,100,20,0,0,1,,,,,,7
736,Glitzy Glow,どばどばオーラ,콸콸오라,Inflicts regular damage. Erects a barrier around the user's side of the field that reduces damage from special attacks by half for five turns.,염동력을 한가득 날린다. 상대의 특수공격을 약하게 만드는 이상한 장막을 만든다.,13,1,80,95,15,0,0,0,,,,,,7
737,Baddy Bad,わるわるゾーン,아그아그존,Inflicts regular damage. Erects a barrier around the user's side of the field that reduces damage from physical attacks by half for five turns.,악함을 어필해서 공격한다. 상대의 물리공격을 약하게 만드는 이상한 장막을 만든다.,16,1,80,95,15,0,0,0,,,,,,7
738,Sappy Seed,すくすくボンバー,쑥쑥봄버,Inflicts regular damage.,거대한 덩굴을 자라게 하고 씨를 흩뿌려서 공격한다. 씨는 매 턴 상대의 HP를 흡수한다.,11,0,100,90,10,0,0,1,,,,,,7
739,Freezy Frost,こちこちフロスト,꽁꽁프로스트,Inflicts regular damage.,차갑게 얼어붙은 흑안개의 결정으로 공격한다. 전원의 능력 변화를 원래대로 돌린다.,14,1,100,90,10,0,0,0,,,,,,7
740,Sparkly Swirl,きらきらストーム,반짝반짝스톰,Inflicts regular damage.,숨 막힐 듯 진한 향기의 회오리로 상대를 휘감아 공격한다. 같은 편의 상태 이상을 회복한다.,17,1,120,85,5,0,0,0,,,,,,7
741,Veevee Volley,ブイブイブレイク,브이브이브레이크,Inflicts regular damage.,트레이너를 좋아하는 이브이의 마음이 강할수록 위력이 올라가는 몸통박치기. 반드시 명중한다.,0,0,,,20,0,0,1,,,,,,7
742,Double Iron Bash,ダブルパンツァー,더블펀처,Inflicts regular damage. Hits twice in one turn.,가슴의 너트를 축으로 회전시켜 2번 연속 팔로 힘껏 친다. 상대를 풀죽게 만들 때가 있다.,8,0,60,100,5,0,0,1,,,,2,2,7
743,Max Guard,ダイウォール,다이월,"No moves will hit the user for the remainder of this turn. If the user is last to act this turn, this move will fail. If the user successfully used detect, endure, protect, quick guard, or wide guard on the last turn, this move has a 50% chance to fail. lock on, mind reader, and no guard provide a (100 – accuracy)% chance for moves to break through this move. This does not apply to one-hit KO moves (fissure, guillotine, horn drill, and sheer cold); those are always blocked by this move. thunder during rain dance and blizzard during hail have a 30% chance to break through this move. The following effects are not prevented by this move: * acupressure from an ally * curse's curse effect * Delayed damage from doom desire and future sight; however, these moves will be prevented if they are used this turn * feint, which will also end this move's protection after it hits * imprison * perish song * shadow force * Moves that merely copy the user, such as transform or psych up This move cannot be selected by assist or metronome.",상대의 공격을 전혀 받지 않는다. 연속으로 쓰면 실패하기 쉽다.,0,2,,,10,4,9,0,,,,,,8
744,Dynamax Cannon,ダイマックスほう,다이맥스포,"Inflicts regular damage, then (if successful) sets light screen on the user's side of the field.",코어에서 빔을 발사해서 공격한다. 상대가 다이맥스 중이면 데미지가 2배가 된다.,15,1,100,100,5,0,0,0,,,,,,8
745,Snipe Shot,ねらいうち,노려맞히기,"Inflicts regular damage, then (if successful) sets reflect on the user's side of the field.",상대의 기술을 끌어모으는 특성이나 기술의 영향을 무시하고 선택한 상대를 공격할 수 있다.,10,1,80,100,15,0,0,0,1,,,,,8
746,Jaw Lock,くらいつく,물고버티기,"Inflicts regular damage, then (if successful) sets leech seed on the target.",어느 한쪽이 기절할 때까지 교체할 수 없게 된다. 한쪽의 포켓몬이 없어지면 효과가 사라진다.,16,0,80,100,10,0,0,1,,,,,,8
747,Stuff Cheeks,ほおばる,볼가득넣기,"Inflicts regular damage, then (if successful) removes major status effects from every Pokémon in the user's party.",지니고 있는 나무열매를 먹고 방어를 크게 올린다.,0,2,,,10,0,9,0,,,,,,8
748,No Retreat,はいすいのじん,배수의진,"Inflicts regular damage. Hits twice in one turn, with a 100% chance to make the target flinch.",자신의 모든 능력이 올라가지만 교체하거나 도망칠 수 없게 된다.,1,2,,,5,0,9,0,,,,,,8
749,Tar Shot,タールショット,타르샷,Lowers the target's Speed by one stage. The target affected by this move becomes super-effective to fire-type moves. The target's other type will affect damage as usual. (Unofficial),끈적끈적한 타르를 날려서 상대의 스피드를 떨어뜨린다. 상대는 불꽃이 약점이 된다.,5,2,,100,15,0,0,0,,,,,,8
750,Magic Powder,まほうのこな,마법가루,"Changes the target to pure psychic-type until it leaves the field. If the tareget is pure psychic-type, this move will fail. If the target has multitype, this move will fail. (Unofficial)",마법가루를 날려서 상대를 에스퍼타입으로 바꾼다.,13,2,,100,20,0,0,0,,,,,,8
751,Dragon Darts,ドラゴンアロー,드래곤애로,"Inflicts regular damage. Hits twice in one turn. In double battles, this move hits both targets once each.",드라꼰으로 2번 공격한다. 상대가 2마리일 때는 각각 1번씩 공격한다.,15,0,50,100,10,0,0,0,,,,2,2,8
752,Teatime,おちゃかい,다과회,"Causes all Pokémon on the field to eat their held Berry. This move bypasses substitutes. If a Pokémon has eaten its Berry, this move fails to work on that Pokémon. The Berry is eaten even if it would not have any effect, such as eating a Mago Berry at full health. If no Pokémon on the field has a held Berry, this move will fail. This move causes Pokémon to eat their Berries even in the presence of Unnerve or Magic Room. This move does not affect Pokémon under the effect of Max Guard.",다과회를 열어서 배틀에 나와 있는 포켓몬이 각각 지니고 있는 나무열매를 먹는다.,0,2,,,10,0,10,0,,,,,,8
753,Octolock,たこがため,문어굳히기,"If a Pokémon has eaten its Berry, Teatime fails to work on that Pokémon. The Berry is eaten even if it would not have any effect, such as eating a Mago Berry at full health. If no Pokémon on the field has a held Berry, Teatime fails",상대를 도망칠 수 없게 한다. 굳히기에 당한 상대는 매 턴 방어와 특수방어가 떨어진다.,1,2,,100,15,0,0,0,,,,,,8
754,Bolt Beak,でんげきくちばし,전격부리,"Inflicts regular damage. Power doubles if the user attacks before the target, or if the target switches in during the turn that this move is used.",전기를 두른 부리로 찌른다. 상대보다 먼저 공격하면 기술의 위력은 2배가 된다.,12,0,85,100,10,0,0,1,,,,,,8
755,Fishious Rend,エラがみ,아가미물기,"Inflicts regular damage. Power doubles if the user attacks before the target, or if the target switches in during the turn that this move is used.",단단한 아가미로 문다. 상대보다 먼저 공격하면 기술의 위력은 2배가 된다.,10,0,85,100,10,0,0,1,,,,,,8
756,Court Change,コートチェンジ,코트체인지,Causes any active battle effects to swap sides.,이상한 힘으로 서로의 필드 효과를 교체한다.,0,2,,100,10,0,12,0,,,,,,8
757,Max Flare,ダイバーン,다이번,Inflicts regular damage.,다이맥스한 포켓몬이 날리는 불꽃타입의 공격. 5턴 동안 햇살을 강하게 만든다.,9,0,100,,10,0,4,0,,,,,,8
758,Max Flutterby,ダイワーム,다이웜,Inflicts regular damage.,다이맥스한 포켓몬이 날리는 벌레타입의 공격. 상대의 특수공격을 떨어뜨린다.,6,0,10,,10,0,4,0,,,,,,8
759,Max Lightning,ダイサンダー,다이썬더,Inflicts regular damage.,다이맥스한 포켓몬이 날리는 전기타입의 공격. 5턴 동안 일렉트릭필드로 만든다.,12,0,10,,10,0,4,0,,,,,,8
760,Max Strike,ダイアタック,다이어택,Inflicts regular damage.,다이맥스한 포켓몬이 날리는 노말타입의 공격. 상대의 스피드를 떨어뜨린다.,0,0,10,,10,0,4,0,,,,,,8
761,Max Knuckle,ダイナックル,다이너클,Inflicts regular damage.,다이맥스한 포켓몬이 날리는 격투타입의 공격. 같은 편의 공격을 올린다.,1,0,10,,10,0,4,0,,,,,,8
762,Max Phantasm,ダイホロウ,다이할로우,Inflicts regular damage.,다이맥스한 포켓몬이 날리는 고스트타입의 공격. 상대의 방어를 떨어뜨린다.,7,0,10,,10,0,4,0,,,,,,8
763,Max Hailstorm,ダイアイス,다이아이스,Inflicts regular damage.,다이맥스한 포켓몬이 날리는 얼음타입의 공격. 5턴 동안 싸라기눈을 내리게 한다.,14,0,10,,10,0,4,0,,,,,,8
764,Max Ooze,ダイアシッド,다이애시드,Inflicts regular damage.,다이맥스한 포켓몬이 날리는 독타입의 공격. 같은 편의 특수공격을 올린다.,3,0,10,,10,0,4,0,,,,,,8
765,Max Geyser,ダイストリーム,다이스트림,Inflicts regular damage.,다이맥스한 포켓몬이 날리는 물타입의 공격. 5턴 동안 비를 내리게 한다.,10,0,10,,10,0,4,0,,,,,,8
766,Max Airstream,ダイジェット,다이제트,Inflicts regular damage.,다이맥스한 포켓몬이 날리는 비행타입의 공격. 같은 편의 스피드를 올린다.,2,0,10,,10,0,4,0,,,,,,8
767,Max Starfall,ダイフェアリー,다이페어리,Inflicts regular damage.,다이맥스한 포켓몬이 날리는 페어리타입의 공격. 5턴 동안 미스트필드로 만든다.,17,0,10,,10,0,4,0,,,,,,8
768,Max Wyrmwind,ダイドラグーン,다이드라군,Inflicts regular damage.,다이맥스한 포켓몬이 날리는 드래곤타입의 공격. 상대의 공격을 떨어뜨린다.,15,0,10,,10,0,4,0,,,,,,8
769,Max Mindstorm,ダイサイコ,다이사이코,Inflicts regular damage.,다이맥스한 포켓몬이 날리는 에스퍼타입의 공격. 5턴 동안 사이코필드로 만든다.,13,0,10,,10,0,4,0,,,,,,8
770,Max Rockfall,ダイロック,다이록,Inflicts regular damage.,다이맥스한 포켓몬이 날리는 바위타입의 공격. 5턴 동안 날씨를 모래바람으로 만든다.,5,0,10,,10,0,4,0,,,,,,8
771,Max Quake,ダイアース,다이어스,Inflicts regular damage.,다이맥스한 포켓몬이 날리는 땅타입의 공격. 같은 편의 특수방어를 올린다.,4,0,10,,10,0,4,0,,,,,,8
772,Max Darkness,ダイアーク,다이아크,Inflicts regular damage.,다이맥스한 포켓몬이 날리는 악타입의 공격. 상대의 특수방어를 떨어뜨린다.,16,0,10,,10,0,4,0,,,,,,8
773,Max Overgrowth,ダイソウゲン,다이그래스,Inflicts regular damage.,다이맥스한 포켓몬이 날리는 풀타입의 공격. 5턴 동안 그래스필드로 만든다.,11,0,10,,10,0,4,0,,,,,,8
774,Max Steelspike,ダイスチル,다이스틸,Inflicts regular damage.,다이맥스한 포켓몬이 날리는 강철타입의 공격. 같은 편의 방어를 올린다.,8,0,10,,10,0,4,0,,,,,,8
775,Clangorous Soul,ソウルビート,소울비트,"Raises the user's Attack, Defense, Special Attack, Special Defense and Speed by one stage each, at the cost of 1/3 of its maximum HP.",자신의 HP를 조금 깎아서 모든 능력을 올린다.,15,2,,100,5,0,9,0,,,-33,,,8
